Title,Opening Date,Closing Date,Days Played,Company,Series,Category,Year,Season,Notes,Lost,Country,Genre
ONE CUT OF THE DEAD,2019-09-17,2019-10-01,15,Belcourt Theatre,Peripheral Visions,Film,2019,,,,,
IN FABRIC,2019-09-18,2019-09-18,1,Belcourt Theatre,,Film,2019,,,,,
PUTNEY SWOPE,2019-09-18,2019-09-19,2,Belcourt Theatre,,Film,2019,,,,,
Rental Screening: AMERICAN HERETICS: THE POLITICS,2019-09-19,2019-09-19,1,Belcourt Theatre,,Rental,2019,,,,,
GHOST IN THE SHELL,2019-09-20,2019-09-20,1,Belcourt Theatre,,Film,2019,,,,,
LA FLOR Full Film Pass,2019-09-20,2019-09-20,1,Belcourt Theatre,,Film,2019,,,,,
MILES DAVIS: BIRTH OF THE COOL,2019-09-20,2019-10-17,28,Belcourt Theatre,,Film,2019,,,,,
OFFICIAL SECRETS,2019-09-20,2019-10-03,14,Belcourt Theatre,,Film,2019,,,,,
NETWORK,2019-09-21,2019-09-22,2,Belcourt Theatre,,Film,2019,,,,,
ROBOCOP,2019-09-21,2019-09-21,1,Belcourt Theatre,,Film,2019,,,,,
ANTHROPOCENE: THE HUMAN EPOCH,2019-09-25,2019-10-08,14,Belcourt Theatre,,Film,2019,,,,,
Rental Screening: PHASE: The Film,2019-09-26,2019-09-26,1,Belcourt Theatre,,Rental,2019,,,,,
LINDA RONSTADT: THE SOUND OF MY VOICE,2019-09-27,2019-11-17,52,Belcourt Theatre,,Film,2019,,,,,
MONOS,2019-09-27,2019-10-06,10,Belcourt Theatre,,Film,2019,,,,,
THE PARALLAX VIEW,2019-09-28,2019-09-29,2,Belcourt Theatre,,Film,2019,,,,,
AQUARELA (96fps),2019-10-04,2019-10-17,14,Belcourt Theatre,,Film,2019,,,,,
THE EVIL DEAD,2019-10-04,2019-10-05,2,Belcourt Theatre,,Film,2019,,,,,
THE TEXAS CHAIN SAW MASSACRE,2019-10-04,2019-10-05,2,Belcourt Theatre,,Film,2019,,,,,
WOMEN ON THE VERGE OF A NERVOUS BREAKDOWN (Muj,2019-10-05,2019-10-06,2,Belcourt Theatre,,Film,2019,,,,,
THE DEVIL AND DANIEL JOHNSTON,2019-10-07,2019-10-07,1,Belcourt Theatre,,Film,2019,,,,,
MISTER AMERICA,2019-10-09,2019-10-09,1,Belcourt Theatre,,Film,2019,,,,,
THE DEAD CENTER,2019-10-11,2019-10-24,14,Belcourt Theatre,,Film,2019,,,,,
THE TRAVELER + short films The Bread and Alley,2019-10-11,2019-10-13,3,Belcourt Theatre,,Film,2019,,,,,
WHERE IS THE FRIEND'S HOUSE?,2019-10-11,2019-10-15,5,Belcourt Theatre,,Film,2019,,,,,
ALL ABOUT MY MOTHER (Todo sobre mi madre),2019-10-12,2019-10-13,2,Belcourt Theatre,,Film,2019,,,,,
AND LIFE GOES ON,2019-10-12,2019-10-16,5,Belcourt Theatre,,Film,2019,,,,,
THROUGH THE OLIVE TREES,2019-10-12,2019-10-17,6,Belcourt Theatre,,Film,2019,,,,,
CERTIFIED COPY,2019-10-13,2019-10-13,1,Belcourt Theatre,,Film,2019,,,,,
"SAY AMEN, SOMEBODY",2019-10-14,2019-10-24,11,Belcourt Theatre,,Film,2019,,,,,
Rental Screening: TENNESSEE GOTHIC (Special Engage,2019-10-15,2019-10-15,1,Belcourt Theatre,,Rental,2019,,,,,
NJFF: FIDDLER: A MIRACLE OF MIRACLES,2019-10-16,2019-10-16,1,Belcourt Theatre,,Film,2019,,,,,
NJFF: SEFARAD,2019-10-17,2019-10-17,1,Belcourt Theatre,,Film,2019,,,,,
FIRST LOVE,2019-10-18,2019-10-31,14,Belcourt Theatre,,Film,2019,,,,,
Kiarostami Shorts,2019-10-18,2019-10-24,7,Belcourt Theatre,,Film,2019,,,,,
TASTE OF CHERRY,2019-10-18,2019-10-23,6,Belcourt Theatre,,Film,2019,,,,,
Halloween III: Season of the Witch,2019-10-19,2019-10-19,1,Belcourt Theatre,12 Hours of Terror,Film,2019,,,,,
Devil Fetus,2019-10-19,2019-10-19,1,Belcourt Theatre,12 Hours of Terror,Film,2019,,,,,
Amityville 2: The Possession,2019-10-19,2019-10-19,1,Belcourt Theatre,12 Hours of Terror,Film,2019,,,,,
The Sender,2019-10-19,2019-10-19,1,Belcourt Theatre,12 Hours of Terror,Film,2019,,,,,
Blood Quantum,2019-10-19,2019-10-19,1,Belcourt Theatre,12 Hours of Terror,Film,2019,,,,,
Sugar Hill,2019-10-19,2019-10-19,1,Belcourt Theatre,12 Hours of Terror,Film,2019,,,,,
Sleepaway Camp II,2019-10-19,2019-10-19,1,Belcourt Theatre,12 Hours of Terror,Film,2019,,,,,
"A WEDDING SUIT + CASE NO. 1, CASE NO. 2",2019-10-19,2019-10-23,5,Belcourt Theatre,,Film,2019,,,,,
CLOSE-UP,2019-10-19,2019-10-22,4,Belcourt Theatre,,Film,2019,,,,,
HOMEWORK + educational shorts,2019-10-19,2019-10-22,4,Belcourt Theatre,,Film,2019,,,,,
TALK TO HER (Hable con ella),2019-10-19,2019-10-20,2,Belcourt Theatre,,Film,2019,,,,,
THE WIND WILL CARRY US,2019-10-20,2019-10-24,5,Belcourt Theatre,,Film,2019,,,,,
LITTLE SHOP OF HORRORS,2019-10-21,2019-10-21,1,Belcourt Theatre,,Film,2019,,,,,
Rental Screening: THE SACRED PLACES PROJECT: Momen,2019-10-22,2019-10-22,1,Belcourt Theatre,,Rental,2019,,,,,
NJFF: KING BIBI: THE LIFE AND PERFORMANCES OF BENJ,2019-10-23,2019-10-23,1,Belcourt Theatre,,Film,2019,,,,,
NJFF: THE OTHER STORY,2019-10-24,2019-10-24,1,Belcourt Theatre,,Film,2019,,,,,
PARASITE,2019-10-25,2020-03-12,140,Belcourt Theatre,,Film,2019,,,,,
THE LIGHTHOUSE,2019-10-25,2019-12-15,52,Belcourt Theatre,,Film,2019,,,,,
VOLVER,2019-10-26,2019-10-27,2,Belcourt Theatre,,Film,2019,,,,,
EIGHT MEN OUT,2019-10-27,2019-10-27,1,Belcourt Theatre,,Film,2019,,,,,
GALLERY OF MONSTERS with live score by Alloy Orche,2019-10-28,2019-10-28,1,Belcourt Theatre,,Film,2019,,,,,
NJFF: MY POLISH HONEYMOON,2019-10-28,2019-10-28,1,Belcourt Theatre,,Film,2019,,,,,
NJFF: ABOVE THE DROWNING SEA,2019-10-29,2019-10-29,1,Belcourt Theatre,,Film,2019,,,,,
NJFF: EXTRA INNINGS,2019-10-30,2019-10-30,1,Belcourt Theatre,,Film,2019,,,,,
THE ROCKY HORROR PICTURE SHOW,2019-10-31,2019-11-02,3,Belcourt Theatre,,Film,2019,,,,,
MONTY PYTHON AND THE HOLY GRAIL,2019-11-02,2019-11-03,2,Belcourt Theatre,,Film,2019,,,,,
NJFF: PROSECUTING EVIL: THE EXTRAORDINARY WORLD OF,2019-11-04,2019-11-04,1,Belcourt Theatre,,Film,2019,,,,,
Rental Event: The 17th Annual Wild & Scenic Film F,2019-11-05,2019-11-05,1,Belcourt Theatre,,Rental,2019,,,,,
NJFF: THE TOBACCONIST,2019-11-06,2019-11-06,1,Belcourt Theatre,,Film,2019,,,,,
Seminar: Labyrinths of Passion: Pedro Almodóvar's,2019-11-07,2019-11-07,1,Belcourt Theatre,,Film,2019,,,,,
NJFF: TEL AVIV ON FIRE,2019-11-07,2019-11-07,1,Belcourt Theatre,,Film,2019,,,,,
PAIN AND GLORY (Dolor y gloria),2019-11-08,2019-11-21,14,Belcourt Theatre,,Film,2019,,,,,
THE OUTSIDERS,2019-11-09,2019-11-10,2,Belcourt Theatre,,Film,2019,,,,,
HAIRSPRAY,2019-11-11,2019-11-11,1,Belcourt Theatre,,Film,2019,,,,,
RUMBLE FISH,2019-11-12,2019-11-12,1,Belcourt Theatre,,Film,2019,,,,,
Rental Screening: REEL ROCK 14,2019-11-13,2019-11-14,2,Belcourt Theatre,,Rental,2019,,,,,
THE ROOM,2019-11-15,2019-11-16,2,Belcourt Theatre,,Film,2019,,,,,
SÁTÁNTANGÓ,2019-11-17,2019-11-17,1,Belcourt Theatre,,Film,2019,,,,,
DOWNTOWN 81,2019-11-18,2019-11-18,1,Belcourt Theatre,,Film,2019,,,,,
Rental Screening: JAY AND SILENT BOB REBOOT,2019-11-19,2019-11-19,1,Belcourt Theatre,,Rental,2019,,,,,
SYNONYMS (Synonymes),2019-11-20,2019-11-26,7,Belcourt Theatre,,Film,2019,,,,,
THE IRISHMAN,2019-11-22,2019-11-28,7,Belcourt Theatre,,Film,2019,,,,,
LITTLE CAESAR,2019-11-23,2019-11-24,2,Belcourt Theatre,,Film,2019,,,,,
THE PUBLIC ENEMY,2019-11-23,2019-11-24,2,Belcourt Theatre,,Film,2019,,,,,
THE LAST WALTZ,2019-11-25,2019-11-25,1,Belcourt Theatre,,Film,2019,,,,,
WAVES,2019-11-27,2019-12-12,16,Belcourt Theatre,,Film,2019,,,,,
BUFFY THE VAMPIRE SLAYER,2019-11-29,2019-11-29,1,Belcourt Theatre,,Film,2019,,,,,
HONEY BOY,2019-11-29,2020-01-02,35,Belcourt Theatre,,Film,2019,,,,,
SCARFACE,2019-11-30,2019-12-01,2,Belcourt Theatre,,Film,2019,,,,,
TAMMY AND THE T-REX,2019-11-30,2019-11-30,1,Belcourt Theatre,,Film,2019,,,,,
VELVET GOLDMINE,2019-12-02,2019-12-02,1,Belcourt Theatre,,Film,2019,,,,,
FANTASTIC FUNGI,2019-12-06,2020-01-30,56,Belcourt Theatre,,Film,2019,,,,,
SEVEN SAMURAI,2019-12-07,2019-12-08,2,Belcourt Theatre,,Film,2019,,,,,
FRIDAY THE 13TH PART VI: JASON LIVES,2019-12-13,2019-12-13,1,Belcourt Theatre,,Film,2019,,,,,
LIGHT FROM LIGHT,2019-12-13,2019-12-19,7,Belcourt Theatre,,Film,2019,,,,,
FRIDAY THE 13TH PART VII: THE NEW BLOOD,2019-12-14,2019-12-14,1,Belcourt Theatre,,Film,2019,,,,,
THE SHOP AROUND THE CORNER,2019-12-14,2019-12-15,2,Belcourt Theatre,,Film,2019,,,,,
THE NIGHTMARE BEFORE CHRISTMAS,2019-12-16,2019-12-16,1,Belcourt Theatre,,Film,2019,,,,,
Rental Screening: Jackalope's CHRISTMAS VACATION,2019-12-18,2019-12-18,1,Belcourt Theatre,,Rental,2019,,,,,
DIE HARD,2019-12-19,2019-12-19,1,Belcourt Theatre,,Film,2019,,,,,
A HIDDEN LIFE,2019-12-20,2020-01-12,24,Belcourt Theatre,,Film,2019,,,,,
IT'S A WONDERFUL LIFE,2019-12-20,2019-12-24,5,Belcourt Theatre,,Film,2019,,,,,
The Ornaments in Concert,2019-12-21,2019-12-21,1,Belcourt Theatre,,Film,2019,,,,,
LITTLE WOMEN,2019-12-25,2020-02-23,61,Belcourt Theatre,,Film,2019,,,,,
GILDA,2020-01-01,2020-01-04,4,Belcourt Theatre,Noir Fest 3,Film,2020,,,,,
LAURA,2020-01-01,2020-01-04,4,Belcourt Theatre,Noir Fest 3,Film,2020,,,,,
NIGHT AND THE CITY,2020-01-02,2020-01-05,4,Belcourt Theatre,Noir Fest 3,Film,2020,,,,,
PICKUP ON SOUTH STREET,2020-01-02,2020-01-05,4,Belcourt Theatre,Noir Fest 3,Film,2020,,,,,
63 UP,2020-01-03,2020-01-16,14,Belcourt Theatre,,Film,2020,,,,,
Intro to Noir Seminar,2020-01-04,2020-01-04,1,Belcourt Theatre,,Film,2020,,,,,
SILVER JEW,2020-01-06,2020-01-06,1,Belcourt Theatre,,Film,2020,,,,,
BLAST OF SILENCE,2020-01-08,2020-01-11,4,Belcourt Theatre,Noir Fest 3,Film,2020,,,,,
ROPE,2020-01-08,2020-01-11,4,Belcourt Theatre,Noir Fest 3,Film,2020,,,,,
COMMANDO,2020-01-10,2020-01-10,1,Belcourt Theatre,,Film,2020,,,,,
VARDA BY AGNÈS (Varda par Agnès),2020-01-10,2020-01-16,7,Belcourt Theatre,,Film,2020,,,,,
PREDATOR,2020-01-11,2020-01-11,1,Belcourt Theatre,,Film,2020,,,,,
BORDER INCIDENT,2020-01-12,2020-01-14,3,Belcourt Theatre,Noir Fest 3,Film,2020,,,,,
RIDE THE PINK HORSE,2020-01-12,2020-01-15,4,Belcourt Theatre,Noir Fest 3,Film,2020,,,,,
KING CREOLE,2020-01-13,2020-01-13,1,Belcourt Theatre,,Film,2020,,,,,
Rental Screening: Get Stoked! Stories that move yo,2020-01-16,2020-01-16,1,Belcourt Theatre,,Rental,2020,,,,,
INVISIBLE LIFE,2020-01-17,2020-01-30,14,Belcourt Theatre,,Film,2020,,,,,
THE POSTMAN ALWAYS RINGS TWICE,2020-01-18,2020-01-19,2,Belcourt Theatre,Noir Fest 3,Film,2020,,,,,
LEAVE HER TO HEAVEN,2020-01-19,2020-01-21,3,Belcourt Theatre,Noir Fest 3,Film,2020,,,,,
PURPLE RAIN,2020-01-20,2020-01-20,1,Belcourt Theatre,,Film,2020,,,,,
WHITE HEAT,2020-01-22,2020-01-25,4,Belcourt Theatre,Noir Fest 3,Film,2020,,,,,
ODDS AGAINST TOMORROW,2020-01-23,2020-01-25,3,Belcourt Theatre,Noir Fest 3,Film,2020,,,,,
COLOR OUT OF SPACE,2020-01-24,2020-02-22,30,Belcourt Theatre,,Film,2020,,,,,
SNATCH,2020-01-24,2020-01-24,1,Belcourt Theatre,,Film,2020,,,,,
FIGHT CLUB,2020-01-25,2020-01-25,1,Belcourt Theatre,,Film,2020,,,,,
SWEET SMELL OF SUCCESS,2020-01-26,2020-01-28,3,Belcourt Theatre,Noir Fest 3,Film,2020,,,,,
THE KILLERS,2020-01-26,2020-01-28,3,Belcourt Theatre,Noir Fest 3,Film,2020,,,,,
MOULIN ROUGE!,2020-01-27,2020-01-27,1,Belcourt Theatre,,Film,2020,,,,,
THE BIG CLOCK,2020-01-29,2020-02-01,4,Belcourt Theatre,Noir Fest 3,Film,2020,,,,,
THE BIG COMBO,2020-01-30,2020-02-01,3,Belcourt Theatre,Noir Fest 3,Film,2020,,,,,
2020 Oscar Nominated Short Films - ANIMATION,2020-01-31,2020-02-20,21,Belcourt Theatre,,Film,2020,,,,,
2020 Oscar Nominated Short Films - DOCUMENTARY,2020-01-31,2020-02-17,18,Belcourt Theatre,,Film,2020,,,,,
2020 Oscar Nominated Short Films - LIVE ACTION,2020-01-31,2020-02-20,21,Belcourt Theatre,,Film,2020,,,,,
LES MISÉRABLES,2020-01-31,2020-02-06,7,Belcourt Theatre,,Film,2020,,,,,
EDGE OF THE CITY,2020-02-02,2020-02-05,4,Belcourt Theatre,Noir Fest 3,Film,2020,,,,,
NO WAY OUT,2020-02-02,2020-02-04,3,Belcourt Theatre,Noir Fest 3,Film,2020,,,,,
JOJO RABBIT,2020-02-05,2020-02-20,16,Belcourt Theatre,,Film,2020,,,,,
JOKER,2020-02-05,2020-02-08,4,Belcourt Theatre,,Film,2020,,,,,
MARRIAGE STORY,2020-02-05,2020-02-08,4,Belcourt Theatre,,Film,2020,,,,,
ONCE UPON A TIME IN HOLLYWOOD,2020-02-05,2020-02-08,4,Belcourt Theatre,,Film,2020,,,,,
THE IRISHMAN,2020-02-05,2020-02-08,4,Belcourt Theatre,,Film,2020,,,,,
THE ASPHALT JUNGLE,2020-02-07,2020-02-11,5,Belcourt Theatre,Noir Fest 3,Film,2020,,,,,
THE HOUSE BY THE CEMETERY,2020-02-07,2020-02-07,1,Belcourt Theatre,,Film,2020,,,,,
KEY LARGO,2020-02-08,2020-02-12,5,Belcourt Theatre,Noir Fest 3,Film,2020,,,,,
ZOMBIE,2020-02-08,2020-02-08,1,Belcourt Theatre,,Film,2020,,,,,
A Red Carpet Evening 2020,2020-02-09,2020-02-09,1,Belcourt Theatre,,Film,2020,,,,,
POETIC JUSTICE,2020-02-10,2020-02-10,1,Belcourt Theatre,,Film,2020,,,,,
VHYES,2020-02-12,2020-02-15,4,Belcourt Theatre,,Film,2020,,,,,
HONEYLAND,2020-02-15,2020-02-19,5,Belcourt Theatre,,Film,2020,,,,,
PICNIC AT HANGING ROCK,2020-02-15,2020-02-16,2,Belcourt Theatre,,Film,2020,,,,,
PARASITE (Black & White),2020-02-16,2020-02-20,5,Belcourt Theatre,,Film,2020,,,,,
REDOUBT,2020-02-16,2020-02-18,3,Belcourt Theatre,,Film,2020,,,,,
WHEN WE WERE KINGS,2020-02-17,2020-02-17,1,Belcourt Theatre,,Film,2020,,,,,
THE KEEP,2020-02-19,2020-02-19,1,Belcourt Theatre,,Film,2020,,,,,
PORTRAIT OF A LADY ON FIRE,2020-02-21,2020-03-15,24,Belcourt Theatre,,Film,2020,,,,,
THE ASSISTANT,2020-02-21,2020-03-08,17,Belcourt Theatre,,Film,2020,,,,,
THE DESCENT,2020-02-21,2020-02-21,1,Belcourt Theatre,,Film,2020,,,,,
REBECCA,2020-02-22,2020-02-23,2,Belcourt Theatre,,Film,2020,,,,,
TALES FROM THE CRYPT: DEMON KNIGHT,2020-02-22,2020-02-22,1,Belcourt Theatre,,Film,2020,,,,,
WHAT SHE SAID: THE ART OF PAULINE KAEL,2020-02-23,2020-02-25,3,Belcourt Theatre,,Film,2020,,,,,
SOUL POWER,2020-02-24,2020-02-24,1,Belcourt Theatre,,Film,2020,,,,,
Rental Screening: INVISIBLE: Gay Women in Southern,2020-02-25,2020-02-25,1,Belcourt Theatre,,Rental,2020,,,,,
ZOMBI CHILD,2020-02-26,2020-03-08,12,Belcourt Theatre,,Film,2020,,,,,
ONCE WERE BROTHERS: ROBBIE ROBERTSON AND THE BAND,2020-02-28,2020-03-15,17,Belcourt Theatre,,Film,2020,,,,,
Cat Video Fest 2020,2020-02-29,2020-03-08,9,Belcourt Theatre,,Film,2020,,,,,
AIN'T IN IT FOR MY HEALTH: A FILM ABOUT LEVON HELM,2020-03-02,2020-03-02,1,Belcourt Theatre,,Film,2020,,,,,
"Rental Screening: SENIORS, a dogumentary",2020-03-05,2020-03-05,1,Belcourt Theatre,,Rental,2020,,,,,
AND THEN WE DANCED,2020-03-06,2020-03-15,10,Belcourt Theatre,,Film,2020,,,,,
CUJO,2020-03-06,2020-03-06,1,Belcourt Theatre,,Film,2020,,,,,
CATS,2020-03-07,2020-03-07,1,Belcourt Theatre,,Film,2020,,,,,
THE BAD AND THE BEAUTIFUL,2020-03-07,2020-03-08,2,Belcourt Theatre,,Film,2020,,,,,
Rental Event: Guster Acoustic,2020-03-10,2020-03-10,1,Belcourt Theatre,,Rental,2020,,,,,
EXTRA ORDINARY,2020-03-11,2020-03-12,2,Belcourt Theatre,,Film,2020,,,,,
Rental Screening: Banff Centre Mountain Film Fest,2020-03-11,2020-03-12,2,Belcourt Theatre,,Rental,2020,,,,,
SAINT FRANCES,2020-03-13,2020-03-15,3,Belcourt Theatre,,Film,2020,,,,,
WENDY,2020-03-13,2020-03-15,3,Belcourt Theatre,,Film,2020,,,,,
PATHS OF GLORY,2020-03-14,2020-03-15,2,Belcourt Theatre,,Film,2020,,,,,
Online Anatomy of Cinema: Session 2: Cinematograph,2020-03-31,2020-03-31,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Living Room Film Club: CERTIFIED COPY,2020-04-01,2020-04-01,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Online Anatomy of Cinema: Session 3: Editing,2020-04-07,2020-04-07,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Living Room Film Club: THE STEEL HELMET,2020-04-08,2020-04-08,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Online Anatomy of Cinema: Session 4: Acting in Cin,2020-04-14,2020-04-14,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Living Room Film Club: MIKEY AND NICKY,2020-04-15,2020-04-15,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Living Room Film Club: GODZILLA,2020-04-22,2020-04-22,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Living Room Film Club: PAPER MOON,2020-04-29,2020-04-29,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Seminar: Secret Powers of Attraction: Folk Horror,2020-05-05,2020-05-05,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Living Room Film Club: A POEM IS A NAKED PERSON,2020-05-06,2020-05-06,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Living Room Film Club: RIVER OF GRASS,2020-05-21,2020-05-21,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Living Room Film Club: BAND OF OUTSIDERS,2020-06-04,2020-06-04,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Seminar: George Cukor and Gender in THE PHILADELPH,2020-06-09,2020-06-09,1,Belcourt Theatre,Virtual,Film,2020,,,,,
RIVER CITY DRUMBEAT (Virtual),2020-08-12,2020-08-14,3,Belcourt Theatre,Virtual,Film,2020,,,,,
Living Room Film Club: JAZZ ON A SUMMER'S DAY,2020-08-25,2020-08-25,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Drive-In: NORTH BY NORTHWEST,2020-08-29,2020-08-29,1,Belcourt Theatre,Drive-in,Film,2020,,,,,
Living Room Film Club: BACK TO NATURAL,2020-08-31,2020-08-31,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Drive-In: MR SOUL!,2020-09-02,2020-09-02,1,Belcourt Theatre,Drive-in,Film,2020,,,,,
Drive-In: THE BIRDS,2020-09-03,2020-09-03,1,Belcourt Theatre,Drive-in,Film,2020,,,,,
Drive-In: VERTIGO,2020-09-04,2020-09-04,1,Belcourt Theatre,Drive-in,Film,2020,,,,,
BEAU TRAVAIL (Virtual),2020-09-04,2020-09-04,1,Belcourt Theatre,Virtual,Film,2020,,,,,
MR SOUL! (Virtual),2020-09-04,2020-09-04,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Drive-In: YELLOW SUBMARINE,2020-09-05,2020-09-05,1,Belcourt Theatre,Drive-in,Film,2020,,,,,
Drive-In: LOVE & BASKETBALL,2020-09-06,2020-09-06,1,Belcourt Theatre,Drive-in,Film,2020,,,,,
Drive-In: JIMMY CARTER: ROCK & ROLL PRESIDENT,2020-09-11,2020-09-11,1,Belcourt Theatre,Drive-in,Film,2020,,,,,
GHOST TROPIC (Virtual),2020-09-11,2020-09-11,1,Belcourt Theatre,Virtual,Film,2020,,,,,
JIMMY CARTER: ROCK & ROLL PRESIDENT (Virtual),2020-09-11,2020-09-11,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Drive-In: THE MATRIX,2020-09-12,2020-09-12,1,Belcourt Theatre,Drive-in,Film,2020,,,,,
Drive-In: FIRST COW,2020-09-13,2020-09-13,1,Belcourt Theatre,Drive-in,Film,2020,,,,,
Drive-In: STOP MAKING SENSE,2020-09-18,2020-09-18,1,Belcourt Theatre,Drive-in,Film,2020,,,,,
SIBYL (Virtual),2020-09-18,2020-09-18,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Drive-In: RAISING ARIZONA,2020-09-19,2020-09-19,1,Belcourt Theatre,Drive-in,Film,2020,,,,,
Drive-In: SELENA,2020-09-20,2020-09-20,1,Belcourt Theatre,Drive-in,Film,2020,,,,,
OLIVER SACKS: HIS OWN LIFE (Virtual),2020-09-23,2020-09-23,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Drive-In: KAJILLIONAIRE,2020-09-25,2020-10-04,10,Belcourt Theatre,Drive-in,Film,2020,,,,,
HERB ALPERT IS... (Virtual),2020-10-02,2020-10-02,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Drive-In: BEETLEJUICE,2020-10-09,2020-10-15,7,Belcourt Theatre,Drive-in,Film,2020,,,,,
Drive-In: THE LOST BOYS,2020-10-09,2020-10-18,10,Belcourt Theatre,Drive-in,Film,2020,,,,,
Drive-In: POLTERGEIST,2020-10-11,2020-10-11,1,Belcourt Theatre,Drive-in,Film,2020,,,,,
Drive-In: PRINCE OF DARKNESS,2020-10-15,2020-10-15,1,Belcourt Theatre,Drive-in,Film,2020,,,,,
Drive-In: GHOSTBUSTERS,2020-10-16,2020-10-17,2,Belcourt Theatre,Drive-in,Film,2020,,,,,
Drive-In: ON THE ROCKS,2020-10-16,2020-10-18,3,Belcourt Theatre,Drive-in,Film,2020,,,,,
MARTIN EDEN (Virtual),2020-10-16,2020-10-16,1,Belcourt Theatre,Virtual,Film,2020,,,,,
WHITE RIOT (Virtual),2020-10-16,2020-10-16,1,Belcourt Theatre,Virtual,Film,2020,,,,,
CITIZENS OF THE WORLD (Virtual),2020-10-23,2020-10-23,1,Belcourt Theatre,Virtual,Film,2020,,,,,
NATIVE SON (Virtual),2020-10-23,2020-10-23,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Drive-In: PSYCHO,2020-10-24,2020-10-24,1,Belcourt Theatre,Drive-in,Film,2020,,,,,
Mausoleum,2020-10-24,2020-10-24,1,Belcourt Theatre,"12 Hours of Terror, Virtual",Film,2020,,,,,
Strange Behavior,2020-10-24,2020-10-24,1,Belcourt Theatre,"12 Hours of Terror, Virtual",Film,2020,,,,,
"Dr. Black, Mr. Hyde",2020-10-24,2020-10-24,1,Belcourt Theatre,"12 Hours of Terror, Virtual",Film,2020,,,,,
The Strange Vice of Mrs. Wardh,2020-10-24,2020-10-24,1,Belcourt Theatre,"12 Hours of Terror, Virtual",Film,2020,,,,,
Scary Movie (1991),2020-10-24,2020-10-24,1,Belcourt Theatre,"12 Hours of Terror, Virtual",Film,2020,,,,,
Deadline,2020-10-24,2020-10-24,1,Belcourt Theatre,"12 Hours of Terror, Virtual",Film,2020,,,,,
Mirror Mirror,2020-10-24,2020-10-24,1,Belcourt Theatre,"12 Hours of Terror, Virtual",Film,2020,,,,,
Drive-In: NIGHT OF THE COMET,2020-10-25,2020-10-25,1,Belcourt Theatre,Drive-in,Film,2020,,,,,
Drive-In: NIGHT OF THE LIVING DEAD,2020-10-25,2020-10-25,1,Belcourt Theatre,Drive-in,Film,2020,,,,,
Shop Talk: Diversifying Your Film Crew,2020-10-27,2020-10-27,1,Belcourt Theatre,Virtual,Film,2020,,,,,
Drive-In: THE ROCKY HORROR PICTURE SHOW,2020-10-30,2020-10-31,2,Belcourt Theatre,Drive-in,Film,2020,,,,,
Drive-In: GET OUT,2020-11-01,2020-11-01,1,Belcourt Theatre,Drive-in,Film,2020,,,,,
CHUCK LEAVELL: THE TREE MAN (Virtual),2020-11-06,2020-11-06,1,Belcourt Theatre,Virtual,Film,2020,,,,,
CITY HALL (Virtual),2020-11-06,2020-11-06,1,Belcourt Theatre,Virtual,Film,2020,,,,,
FIRE WILL COME (Virtual),2020-11-06,2020-11-06,1,Belcourt Theatre,Virtual,Film,2020,,,,,
AMMONITE,2020-11-13,2020-11-26,14,Belcourt Theatre,Virtual,Film,2020,,,,,
WOLFWALKERS,2020-11-13,2020-11-26,14,Belcourt Theatre,Virtual,Film,2020,,,,,
CODED BIAS (Virtual),2020-11-18,2020-11-18,1,Belcourt Theatre,Virtual,Film,2020,,,,,
CITIZEN KANE,2020-11-20,2020-11-29,10,Belcourt Theatre,Virtual,Film,2020,,,,,
SOUND OF METAL,2020-11-20,2020-11-26,7,Belcourt Theatre,Virtual,Film,2020,,,,,
THE TWENTIETH CENTURY (Virtual),2020-11-20,2020-11-20,1,Belcourt Theatre,Virtual,Film,2020,,,,,
ZAPPA,2020-11-23,2020-11-29,7,Belcourt Theatre,Virtual,Film,2020,,,,,
MANK,2020-11-25,2020-12-03,9,Belcourt Theatre,Virtual,Film,2020,,,,,
THE THING,2020-11-27,2020-11-28,2,Belcourt Theatre,Virtual,Film,2020,,,,,
THREE SUMMERS (Três Verões) (Virtual),2020-11-27,2020-11-27,1,Belcourt Theatre,Virtual,Film,2020,,,,,
CROCK OF GOLD: A FEW ROUNDS WITH SHANE MACGOWAN,2020-11-30,2020-12-01,2,Belcourt Theatre,Virtual,Film,2020,,,,,
