Year,Title,IMDb Title,IMDb Year,Director,Cast,Country,Certification,Genre,Runtime,Poster URL,Plot Outline,IMDb URL
2000.0,42 Up,42 Up,1998,Michael Apted,"Bruce Balden, Jacqueline Bassett, Symon Basterfield, Andrew Brackfield",United Kingdom,"Australia:PG, Norway:A::(recommended rating)","Documentary, Biography",139,"https://m.media-amazon.com/images/M/MV5BN2YwZDA5YzMtZmU2Ni00NTJhLWI5YzItOWI2YWJhODBhZmFjXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","In 1964, a film crew interviewed seven-year-old English kids: five or six from privilege, a Yorkshire farm lad, East-End girls, and boys from a children's home. Every seven years, Michael Apted re-interviews those willing (two declined this time). At 42, careers are stuck or flourishing; marriages are strong, shaky, or over (and Bruce recently married for the first time). They're dealing with parents' dying, and children coming-of-age. One is a single mom with young sons. One is remarried, but how are the five children from his first marriage? Lyn and Jackie face health problems with down-to-earth lucidity. Neil, on the margin at 28 and 35, has a glorious story of friendship at 42.",https://www.imdb.com/title/tt0164312/
2000.0,Chuck and Buck,Chuck & Buck,2000,Miguel Arteta,"Mike White, Chris Weitz, Lupe Ontiveros, Beth Colt",United States,"Australia:M, Canada:14A, Canada:14A::(Canadian Home Video rating), Canada:14A::(Manitoba/Nova Scotia), Canada:AA::(Ontario), Canada:13+::(Quebec), France:Tous publics, Germany:12, Iceland:L, New Zealand:R16, Philippines:R-18, Russia:18+, United Kingdom:15, United States:R","Comedy, Drama",96,"https://m.media-amazon.com/images/M/MV5BN2I4YTc5Y2QtYTJmOS00OTVhLWEyYmYtMmIxMjY5OTA0Y2YyXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg","Buck is a man-child who has lived his existence in a life of Romper Room, kindergarten collages, and lollipops. When his mother dies suddenly, Buck remembers his old childhood friend Chuck, with whom he feels a need to reconnect after having invited him to his mother's funeral. Buck treks out to Los Angeles where Chuck, an up-and-coming music record executive, is living his life. Buck ends up developing an obsession with Chuck and begins stalking him.",https://www.imdb.com/title/tt0200530/
2000.0,Beau Travail,Beau Travail,1999,Claire Denis,"Denis Lavant, Michel Subor, Grégoire Colin, Richard Courcet","France, Belarus, Belgium, Cyprus, Italy","Argentina:13, Australia:M, Brazil:18::(self-applied), Canada:G::(Quebec), Finland:K-12, France:Tous publics, Hong Kong:III, Iceland:L, Mexico:B, Norway:12::(Streaming rating), Norway:15::(VOD), Singapore:PG, Singapore:NC-16, Spain:Not Rated, Sweden:15::(cinema rating), Switzerland:12::(canton of Geneva), Switzerland:12::(canton of Vaud), United Kingdom:15, United States:Unrated","Drama, War",92,"https://m.media-amazon.com/images/M/MV5BZTY3ODQ4ZjItMzAxMy00MjgxLThhY2MtNDY2NzFhZWJkMjcyXkEyXkFqcGc@._V1_SY150_CR5,0,101,150_.jpg","This film focuses on ex-Foreign Legion officer Galoup as he recalls his once-glorious life of leading troops in the Gulf of Djibouti. His existence there was happy, strict, and regimented, but the arrival of promising young recruit Sentain plants the seeds of jealousy in Galoup's mind. He feels compelled to stop him from coming to the attention of the commandant he admires, but who ignores him. Ultimately, his jealousy leads to the destruction of both Sentain and himself.",https://www.imdb.com/title/tt0209933/
2000.0,All Over Again ,Welcome to the Ogenki Clinic: Feel Good All Over Again,1988,Mototsugu Watanabe,"Mako Takigawa, Yukijirô Hotaru, Kyôko Hashimoto, Saori Mizuno",Japan,Japan:R18+,"Comedy, Romance",66,"https://m.media-amazon.com/images/M/MV5BZDQ5MGJiZjAtZGNjMy00ZDM1LTkwYzMtYzE4NTllODQzMDRlXkEyXkFqcGc@._V1_SY150_CR2,0,101,150_.jpg",,https://www.imdb.com/title/tt2094902/
2000.0,The Discreet Charm of the Bourgeoisie,The Discreet Charm of the Bourgeoisie,1972,Luis Buñuel,"Fernando Rey, Paul Frankeur, Delphine Seyrig, Bulle Ogier","France, Italy, Spain","Argentina:16, Argentina:18, Australia:M, Brazil:16, Finland:K-12, Finland:K-16, France:Tous publics, Hungary:16, Italy:T, Mexico:B15::(DVD rating), Netherlands:18, New Zealand:R16, Norway:16, Peru:14, Portugal:M/12, Russia:12+, Singapore:PG, Singapore:NC-16::(DVD rating), South Korea:15::(TV rating), Spain:A::(ICAA), Sweden:15, United Kingdom:AA, United Kingdom:15, United States:PG, West Germany:16","Comedy, Drama, Fantasy",102,"https://m.media-amazon.com/images/M/MV5BNmQ0MDA0YTEtZTY4Mi00N2Y5LTk0ZjktMTY2ZGQzNGVlYzViXkEyXkFqcGc@._V1_SY150_CR5,0,101,150_.jpg",Several bourgeois friends planning to get together for dinner experience a succession of highly unusual occurrences that interfere with their expected dining enjoyment.,https://www.imdb.com/title/tt0068361/
2000.0,"Jacob Young Film Fest (American Breakdown, The Dancing Outlaw, The Amazing Delores)",,,,,,,,,,,
2000.0,Cecil B. Demented,Cecil B. Demented,2000,John Waters,"Melanie Griffith, Stephen Dorff, Alicia Witt, Adrian Grenier","United States, France","Argentina:16, Australia:MA, Belgium:16, Brazil:18::(DVD rating), Canada:18A::(Alberta), Canada:18A::(Canadian Home Video rating), Canada:R::(Manitoba), Canada:18::(Nova Scotia), Canada:13+::(Québec), Finland:K-15, France:12, Germany:16, Hungary:18, Iceland:16, Ireland:18, Italy:VM14, Japan:R-15, Netherlands:12, New Zealand:R16, Norway:15::(cinema rating), Portugal:M/16, Russia:18+, Singapore:M18, South Korea:18, Spain:13, Sweden:15, Switzerland:16::(canton of Geneva), Switzerland:16::(canton of Vaud), United Kingdom:18, United States:TV-14::(TV rating), United States:R::(certificate # 37343), United Arab Emirates:Not Rated","Comedy, Crime, Thriller",87,"https://m.media-amazon.com/images/M/MV5BMjdkNjlhOTQtNGU5Yy00NDJjLThlZWEtNzIwNzE0NDczY2VkXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","In front of the cameras and in public, famed Hollywood actress Honey Whitlock, a product of the studio system, is as sweet as her name. Behind the scenes, she is demanding and controlling, making life a nightmare for anyone who has to deal with her, especially her browbeaten assistant, Libby. She and her entourage are in Baltimore - what is emerging as the Hollywood of the east - for the premiere of her latest movie. The premiere gets hijacked by a group of guerrilla independent filmmakers, led by director Cecil B. DeMented, in wanting to make a statement against the Hollywood studio system and the bad movies they produce. Cecil and his band kidnap Honey in the process. What their goal is, with no money per se, to make their own movie starring Honey as a statement against the Hollywood studios. Their general process is to have the scripted elements of the movie, such as Honey's dialogue, being set against ""real life"" in they overtaking several of the Hollywood movie studio events in Baltimore, such as the filming of the sequel to Forrest Gump (1994). The main questions become if Honey, who is being forced to participate against her will, will truly change as a person and as an actress in seeing Cecil's vision, and how long Cecil and his group can continue in their kamikaze ways, overtaking the movie events in the city, in being the outlaws they have become.",https://www.imdb.com/title/tt0173716/
2000.0,The Third Man,The Third Man,1949,Carol Reed,"Joseph Cotten, Alida Valli, Orson Welles, Trevor Howard","United Kingdom, United States","Argentina:13, Australia:A, Australia:PG, Brazil:14, Canada:PG, Denmark:11, Finland:K-16, Finland:K-12, France:Tous publics, Germany:12, Iceland:12, India:U, Ireland:PG, Italy:T, Japan:G, Japan:G, Malaysia:U, Mexico:16, Netherlands:6::(DVD rating), New Zealand:PG, Nigeria:PG, Norway:15, Norway:16::(cinema rating), Philippines:PG-13, Poland:12::(self-applied), Portugal:M/12, Russia:12+, South Korea:15, Spain:A, Sweden:15, Taiwan:PG-12, United Kingdom:A, United Kingdom:PG, United States:TV-PG::(DVD rating), United States:TV-14::(TV rating), United States:Approved::(certificate no. 14125), West Germany:12","Drama, Film-Noir, Mystery, Thriller",104,"https://m.media-amazon.com/images/M/MV5BNTAwZjAwZDUtNDc1Yi00OGY3LTgzMjktYjIyMjQzOWE3MmVhXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","An out-of-work pulp fiction novelist, Holly Martins, arrives in a post-war Vienna divided into sectors by the victorious allies, where a shortage of supplies has led to a flourishing black market. He arrives at the invitation of an ex-school friend, Harry Lime, who has offered him a job, only to discover that Lime has recently died in a peculiar traffic accident. From talking to Lime's friends and associates, Martins soon notices that some of the stories are inconsistent and determines to discover what really happened to Harry Lime.",https://www.imdb.com/title/tt0041959/
2000.0,L'Humanite,Humanité,1999,Bruno Dumont,"Emmanuel Schotté, Séverine Caneele, Philippe Tullier, Ghislain Ghesquère",France,"Argentina:18, Canada:R, Finland:K-16, France:12, Germany:16, Hong Kong:III, Italy:VM18, Japan:R-18, Russia:18+, South Korea:18::(DVD rating), Sweden:15, United Kingdom:18, United States:Not Rated","Drama, Mystery",141,"https://m.media-amazon.com/images/M/MV5BMDE4NWY3ZmMtZTkxNy00NTBlLTk1NTEtNDFiYWMyZTQ1MTM3XkEyXkFqcGc@._V1_SY150_CR6,0,101,150_.jpg","In a town near Lille, melancholy police superintendent Pharaon De Winter lives with his mother. An 11-year-old girl has been raped and murdered. Over the next week, De Winter investigates and grieves, his face nearly expressionless. He bikes, he gardens. He accompanies his neighbors, Joseph and Domino, to dinner and to the seaside; he even observes them in vigorous if not rough coitus. For Domino, sex seems her way of connecting. Does she fancy Pharaon? A plowed field, the sea, Pharaon's flowers, the pudenda of Domino and of the ravaged girl - this mix of images of beauty, evil, and possibility assaults Pharaon as he tries to do his job and hold on to his humanity.",https://www.imdb.com/title/tt0197569/
2000.0,Fever Pitch,Fever Pitch,1997,David Evans,"Luke Aikman, Bea Guard, Neil Pearson, Ruth Gemmell",United Kingdom,"Australia:M::(TV rating), Australia:PG, Germany:6, Iceland:L, Italy:T, Norway:A::(cinema rating), Singapore:PG, Spain:7, Sweden:Btl, United Kingdom:15, United States:R","Comedy, Drama, Romance, Sport",102,"https://m.media-amazon.com/images/M/MV5BMjIyNDgzMDgzMV5BMl5BanBnXkFtZTgwMjU2MzgxMTE@._V1_SY150_CR0,0,101,150_.jpg","A romantic comedy about a man, a woman and a football team. Based on Nick Hornby's best-selling autobiographical novel, Fever Pitch. English teacher Paul Ashworth believes his long-standing obsession with Arsenal serves him well. But then he meets Sarah. Their relationship develops in tandem with Arsenal's roller coaster fortunes in the football league, both leading to a nail-biting climax.",https://www.imdb.com/title/tt0119114/
2000.0,The Discreet Charm of the Bourgeoisie,The Discreet Charm of the Bourgeoisie,1972,Luis Buñuel,"Fernando Rey, Paul Frankeur, Delphine Seyrig, Bulle Ogier","France, Italy, Spain","Argentina:16, Argentina:18, Australia:M, Brazil:16, Finland:K-12, Finland:K-16, France:Tous publics, Hungary:16, Italy:T, Mexico:B15::(DVD rating), Netherlands:18, New Zealand:R16, Norway:16, Peru:14, Portugal:M/12, Russia:12+, Singapore:PG, Singapore:NC-16::(DVD rating), South Korea:15::(TV rating), Spain:A::(ICAA), Sweden:15, United Kingdom:AA, United Kingdom:15, United States:PG, West Germany:16","Comedy, Drama, Fantasy",102,"https://m.media-amazon.com/images/M/MV5BNmQ0MDA0YTEtZTY4Mi00N2Y5LTk0ZjktMTY2ZGQzNGVlYzViXkEyXkFqcGc@._V1_SY150_CR5,0,101,150_.jpg",Several bourgeois friends planning to get together for dinner experience a succession of highly unusual occurrences that interfere with their expected dining enjoyment.,https://www.imdb.com/title/tt0068361/
2000.0,Peeping Tom,Peeping Tom,1960,Michael Powell,"Karlheinz Böhm, Moira Shearer, Anna Massey, Maxine Audley",United Kingdom,"Argentina:18, Australia:SOA, Australia:M, Brazil:14::(DVD rating), Denmark:15, Finland:K-14, Finland:K-16::(self applied), Finland:(Banned), France:Tous publics, Germany:12, Ireland:18, Ireland:12, Italy:VM14, Italy:VM16, Mexico:B, Netherlands:12, New Zealand:M, Norway:15::(recommended rating), Singapore:NC-16, South Korea:15, South Korea:18::(VOD rating), Spain:18, Spain:12, Spain:13, Sweden:15, Sweden:(Banned)::(1961-1973), Taiwan:12+::(DVD rating), Taiwan:15+, United Kingdom:15, United Kingdom:X, United Kingdom:15, United Kingdom:18, United States:Not Rated, West Germany:18","Drama, Horror, Thriller",101,"https://m.media-amazon.com/images/M/MV5BZTkwYmQyZmMtYmZkMi00NTlhLTlhNmUtMDBmYzQ1YWIxNDBiXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg","Mark Lewis, works as a focus puller in a British film studio. On his off hours, he supplies a local porno shop with cheesecake photos and also dabbles in filmmaking. A lonely, unfriendly, sexually repressed fellow, Mark is obsessed with the effects of fear and how they are registered on the face and behavior of the frightened. This obsession dates from the time when, as a child, he served as the subject of some cold-blooded experiments in terror conducted by his own scientist father. As a grown man, Mark becomes a compulsive murderer who kills women and records their contorted features and dying gasps on film. His ongoing project is a documentary on fear. With 16mm camera in hand, he accompanies a prostitute to her room and stabs her with a blade concealed in his tripod, all the while photographing her contorted face in the throes of terror and death. Alone in his room, he surrounds himself with the sights and sounds of terror: taped screams, black-and-white ""home movies"" of convulsed faces. At his house, he meets Helen Stephens, a young woman who lives with her blind mother in a downstairs flat. She visits his flat, where he shows her black-and-white films that were taken of him when he was a child. She is horrified to see that his father used him as a guinea pig in various experiments, taking movies of his reactions of fear.",https://www.imdb.com/title/tt0054167/
2000.0,The Edge of the World,The Edge of the World,1937,Michael Powell,"John Laurie, Belle Chrystall, Eric Berry, Kitty Kirwan",United Kingdom,"Australia:PG, Belgium:KT/EA::(visa#31.923), Italy:T, Portugal:M/12, Sweden:Btl, United Kingdom:U, United Kingdom:PG, United Kingdom:A, United Kingdom:U, United Kingdom:U::(video rating), United States:Passed::(National Board of Review of Motion Pictures), United States:TV-PG::(TV rating)","Drama, History, Romance",81,"https://m.media-amazon.com/images/M/MV5BOTY1NmJlNDYtMzJiZS00MDdhLWFjY2QtZTkwODE1MTk4NTgwXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg","A trio wanders the cliffs of an Outer Hebridean island and encounters a gravestone at the edge of a precipice; it reads, ""Peter Manson ... gone over."" One man in the trio knows the story of the gravestone and tells it to the others... It is ten years earlier, and the way of life on the island is dying; steam trawlers from the mainland threaten its survival as a fishing port. Peter Manson, one of the community's leaders, resists evacuating to the mainland, though his son Robbie is about to leave the island himself. Meanwhile, Robbie's twin sister plans to marry his best friend, Andrew Gray. Andrew and Robbie argue over evacuation and decide to settle the matter by racing to the top of a cliff. Ruth is terrified: she may lose them both. The race ends in tragedy, which tears apart the families of Manson and Gray. Times passes and Ruth reveals she is pregnant with an illegitimate child. This promises to bring the two families back together, but not before desperation hits the islanders. Evacuation is inevitable. And so is one last tragedy.",https://www.imdb.com/title/tt0028818/
